"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene"
296.889431836843,1.31587234143034,2.13341929198582,0.00306237281378918,0.0924101430279723,"FBgn0000003"
596.1317691282,-0.0103373858604084,0.0869384598530337,0.837414298321639,0.95749898115948,"FBgn0000008"
2858.79653919532,-0.0156562210124848,0.0904721468909257,0.76117539075218,0.933595844334946,"FBgn0000017"
100.552854622043,-0.0232952340681087,0.104913107021311,0.544379940713124,0.838164686544521,"FBgn0000018"
4441.90244627653,-0.456306456340879,0.138337186119029,4.2934497619622e-05,0.00855838554723317,"FBgn0000024"
235.830495711192,-0.0129930840016078,0.0950612290314227,0.780686629189238,0.938773212674127,"FBgn0000028"
186.237559313834,-0.064666090738358,0.111679291859071,0.232182653781358,0.614026620163847,"FBgn0000032"
928.413268918237,-0.0237701037762607,0.103766282415814,0.552839599717493,0.842907777727848,"FBgn0000036"
1469.86417932536,0.00538169102222856,0.0935033092085637,0.859460345540515,0.96115127613731,"FBgn0000037"
3528.92067278107,-0.0154244523299131,0.101490511351976,0.639471369832561,0.881298728941235,"FBgn0000038"
553.517755438047,-0.0239826258680742,0.104597320194267,0.556096810550216,0.843952069090304,"FBgn0000039"
12950.9219650819,0.315767921440437,0.185893723123388,0.00530146076730871,0.116468007577289,"FBgn0000042"
537.470557664556,-0.028608836609322,0.103217739853022,0.499923946998897,0.814428248628851,"FBgn0000043"
16694.3306272641,0.0186103917573356,0.105876827419388,0.579256460488822,0.853156989758604,"FBgn0000044"
1370.85211673504,0.00306137759895304,0.108003070426346,0.866296879904638,0.962731532717254,"FBgn0000045"
1760.64868932837,-0.00459178008319457,0.105013690666492,0.87314351489348,0.965978267952228,"FBgn0000046"
970.920919752781,-0.0183479291866735,0.111738704848951,0.00273402167207038,0.0870380122586973,"FBgn0000047"
1053.26887470577,0.0633887168331435,0.128715218871662,0.0939619955361551,0.416564131013658,"FBgn0000052"
1005.82016810583,0.0583965167617253,0.130249398226953,0.0276001859204406,0.242802254273318,"FBgn0000053"
678.402372580771,-0.108579173447319,0.115698121409776,0.102738433417329,0.431573452734066,"FBgn0000054"
26409.7186422804,-0.0066469965452561,0.10474901164052,0.900868135690244,0.974838564460199,"FBgn0000055"
414.147997072866,2.13883329990887,0.83021179739324,0.000252514359987757,0.0236709666563523,"FBgn0000056"
470.15746416528,-0.206804835823858,0.125740268375427,0.0129228744554865,0.174604234166871,"FBgn0000057"
17.8727086218514,-0.0646830741482871,0.136416709686402,0.0154730845859949,0.187805682159955,"FBgn0000061"
43.9994235288259,0.030808224982711,0.10765925181374,0.419707485853427,0.763463387707732,"FBgn0000063"
13589.188018776,-0.0353755609586854,0.106980857063445,0.374469405933329,0.733225343695268,"FBgn0000064"
41.1254267740053,0.0151039411022533,0.109799193111307,0.381501716240102,0.738674877219284,"FBgn0000071"
179.227354996766,-0.117965366322219,0.182600710023621,0.045406033045086,0.303642000598954,"FBgn0000075"
141.329098053748,0.0332605993715175,0.101129913674517,0.479324789302651,0.801853244564776,"FBgn0000077"
1463.92712735557,-0.0129853790832645,0.11016980107944,0.308050636752424,0.683355177237751,"FBgn0000078"
1509.95908581483,-0.00291669900028665,0.109378360005714,0.676266435374359,0.898408364544527,"FBgn0000079"
3628.31664177197,0.731906296881473,0.197299746877002,1.03327173800847e-05,0.00336367263677172,"FBgn0000083"
2172.62891740184,0.242084688411597,0.0673366818967972,4.6457664267793e-05,0.00855838554723317,"FBgn0000084"
60.027358888918,0.0114373404961409,0.10955991422984,0.397964274745882,0.749574664972187,"FBgn0000092"
878.211247546796,0.0548418597359456,0.11415696894217,0.223669668561174,0.606295816017353,"FBgn0000097"
1008.16244040589,-0.0125903146000353,0.0938027484389193,0.801506700758332,0.944658604766696,"FBgn0000099"
15987.643238968,-0.0504118618314065,0.110728151669764,0.289305994109532,0.667673015420862,"FBgn0000100"
12385.580933844,-0.0380137218643951,0.0996933758106074,0.452720581443896,0.78636963494257,"FBgn0000108"
113.065308492078,0.128454087585102,0.215159339019853,0.0258866985497518,0.23449909238468,"FBgn0000109"
907.733100799436,0.04616878314558,0.104055238874373,0.364411185420903,0.727013231789002,"FBgn0000114"
314.875439551199,0.183966179710193,0.19153364775372,0.0305023732639178,0.2531576418165,"FBgn0000115"
19954.0506720138,-0.0117927891664152,0.088707577119892,0.8237909736794,0.952740849599033,"FBgn0000116"
5922.93659296235,-0.00461653602999588,0.0649179984296501,0.946219694160963,0.986432386952234,"FBgn0000117"
624.972443234845,0.0562049046402375,0.0978913693076925,0.334767902826525,0.705682018702724,"FBgn0000119"
93931.9441960594,0.197946971767949,0.24572633031646,0.0240105767793621,0.227205506211025,"FBgn0000120"
149205.744828039,-0.131514140648518,0.12489402749717,0.0674400122905107,0.357279686373443,"FBgn0000121"
428.813633473133,0.0843018147336007,0.117571980713333,0.163816961387678,0.52985652421726,"FBgn0000139"
10.4074381743635,0.0272581039858334,0.114387410243805,0.00566312489549402,0.118205066158632,"FBgn0000140"
13.5413085901638,0.0452582715171683,0.122375338642197,0.0145212856221066,0.183023982888952,"FBgn0000146"
41.5364566240166,0.0297598246369267,0.110457116081423,0.337021348208064,0.70700050696441,"FBgn0000147"
4201.07993901058,0.327648508701474,0.292030122410553,0.0092217484075012,0.154370680264229,"FBgn0000150"
265.025693633886,-0.0043896156530864,0.0951645292666326,0.924086998771685,0.979832948543607,"FBgn0000152"
2988.7591123645,-0.023429487967234,0.111459855100166,0.236384485467242,0.618768702909219,"FBgn0000153"
466.476211376914,-0.512015057216232,0.33617678717707,0.00469321140374366,0.111228050853058,"FBgn0000157"
2969.64214381333,-0.00617547271279609,0.0855999186585903,0.908886996115432,0.976233892859595,"FBgn0000163"
1612.02828492935,-0.17647659748984,0.0941011256144035,0.0116374157876998,0.16818335955022,"FBgn0000173"
430.84152203117,-0.0541624736721129,0.095665584098939,0.341264572314204,0.709205359603112,"FBgn0000179"
114.990593255024,-0.0213934827750997,0.103287848650429,0.588239117871241,0.857954142548376,"FBgn0000180"
5087.50157557713,0.0105358946904823,0.0976275192430636,0.839082931216662,0.957677471794369,"FBgn0000181"
8.18594752332008,0.00638590529239637,0.109868094836915,0.0657813104047837,0.352931363744852,"FBgn0000182"
1599.15454020216,0.0117229515425888,0.0730925376362573,0.809741390801713,0.947550963432751,"FBgn0000183"
2496.41744598246,-0.173284662219545,0.165918458856198,0.034179736768789,0.265620322972255,"FBgn0000206"
475.496220799942,-0.00114465993563588,0.101775086388858,0.975669421556511,0.992708405456971,"FBgn0000210"
1501.56751107487,-0.148127044413167,0.113756672553782,0.0441790396333043,0.299630493986422,"FBgn0000212"
85.9447849299041,0.0288167008613654,0.105420784853486,0.478437856241351,0.801263208275314,"FBgn0000221"
1127.33381276045,0.00958088497003579,0.0738492923209552,0.857399256145326,0.961064535294368,"FBgn0000228"
1384.21363715877,0.0145240653825035,0.0881323148269837,0.698818311949195,0.908368634041674,"FBgn0000229"
22.471535873199,-0.0493008669826629,0.122789112015707,0.0717177418188382,0.364077189937701,"FBgn0000233"
1294.93318402315,-0.0240850088178135,0.0856938620515962,0.662011498719365,0.890627719766096,"FBgn0000239"
1066.93901728063,-0.0375195445920534,0.10890019555568,0.37127349305858,0.73092075822652,"FBgn0000241"
1545.76838988331,0.0539381274915258,0.103256175503126,0.327323827090584,0.70091227016603,"FBgn0000244"
93.9467008685385,-0.0295898546424462,0.102135937736237,0.50822315646219,0.819755913454694,"FBgn0000246"
1250.25018924219,-0.0510713286822559,0.0943799751075062,0.325981747650466,0.700252710757874,"FBgn0000247"
2724.51657733949,0.0951670206518846,0.150588310044071,0.0722513675765583,0.365398414347922,"FBgn0000250"
27297.164066263,0.124112722572598,0.119300085014848,0.0740380017481328,0.370674206664631,"FBgn0000253"
1504.48562814857,-0.0179002083512948,0.0769313138784015,0.823362549243122,0.952634732579385,"FBgn0000256"
436.552965565462,0.0560822830350914,0.0932544308470278,0.332140064290831,0.703924763222317,"FBgn0000257"
1429.03103622614,0.0416342297685186,0.0762684459703116,0.459276143361236,0.789063852684443,"FBgn0000259"
4144.75062757493,-0.0197451995883024,0.104034229075987,0.584035192731368,0.855090672679904,"FBgn0000261"
4461.37537167474,-0.108454772807901,0.101482624004209,0.109200420252412,0.443690097612257,"FBgn0000273"
236.946707892772,0.00645766720101236,0.109903740922719,0.00323345055306757,0.0933693281003165,"FBgn0000276"
227.114913241215,0.00677000339011932,0.10992531795821,0.0131395516748268,0.175640063008836,"FBgn0000277"
19.9436480336762,0.013625151676616,0.110851454476109,0.00197416371829064,0.0734990953132391,"FBgn0000279"
1460.95968799978,-0.0218373882122303,0.091422181695609,0.672476580441661,0.897015937976371,"FBgn0000283"
1067.97105723907,-0.0383573393332518,0.0860223962272371,0.488592422809442,0.806688448981968,"FBgn0000286"
439.204389614533,-0.0149577117883636,0.0983300103854595,0.725844191819577,0.919713381835348,"FBgn0000287"
2867.88576364653,-0.0857719251869082,0.0998249827599207,0.174360333357595,0.54433813259631,"FBgn0000289"
3882.6769507209,-0.0448432555919012,0.119947934574076,0.0843382641589105,0.396626499971207,"FBgn0000299"
1584.73904644617,0.0177852756967731,0.0996348646350896,0.692475617236354,0.905840177782127,"FBgn0000303"
1255.47338184044,-0.120480744008991,0.118152056115847,0.0827442460715979,0.39231221227792,"FBgn0000307"
3983.44013375188,0.205350443746831,0.123410563622704,0.0122917768031815,0.170245375814313,"FBgn0000308"
422.120300594103,-0.195380680849888,0.123803630555469,0.0170249378601438,0.191786290336534,"FBgn0000316"
