"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
425.563576816198,-1.31322254843217,0.142768849609107,-9.19824283818006,3.63850743566426e-20,3.89574991136572e-16,"FBgn0083970"
391.31993419718,-0.546916446052785,0.0742354181409623,-7.36732492048836,1.7408583326502e-13,9.31968508384282e-10,"FBgn0029839"
3867.42724915139,-0.332914419417896,0.0496952620797528,-6.6991178934447,2.09681382998824e-11,7.48352855922804e-08,"FBgn0003520"
311.655070476465,-0.814656806713806,0.124905259611748,-6.52219777810849,6.9284570597314e-11,1.8545747434636e-07,"FBgn0037697"
463.394362453652,5.84238727810473,0.904548773837265,6.45889690759319,1.05468927604153e-10,2.25851161571532e-07,"FBgn0040637"
823.386533678229,-0.282422904757522,0.0440421015764394,-6.41256649089166,1.43089983039489e-10,2.55344074733968e-07,"FBgn0031048"
55.5190587889124,3.23498991772005,0.518868486039973,6.23470109431706,4.52641529833177e-10,6.61109827248677e-07,"FBgn0027600"
517.128277717449,4.93037495963648,0.79253608851794,6.22101003483183,4.9396456691785e-10,6.61109827248677e-07,"FBgn0033308"
324.918954095547,-0.955573043066934,0.160509936395441,-5.95335755857961,2.62696499075709e-09,3.12521268400402e-06,"FBgn0051300"
1281.94697799239,-0.997025887903298,0.168291242832626,-5.92440742085963,3.13425520689208e-09,3.35584705001935e-06,"FBgn0033936"
2427.09526446486,5.02966012639916,0.854456892291525,5.8863825334832,3.94740081890173e-09,3.84225641527099e-06,"FBgn0014454"
268.832069694015,4.55999246683137,0.792950368680353,5.75066567459981,8.88927452814665e-09,7.93145519773885e-06,"FBgn0031940"
41.0995292643284,7.49321858707168,1.30638046173429,5.73586241264207,9.70173976796744e-09,7.99050213043287e-06,"FBgn0004577"
4540.29028169913,-1.22287759534126,0.216099959530905,-5.65885157033716,1.52389277571984e-08,1.16545142497374e-05,"FBgn0036619"
16.0708009741953,-1.44181556920569,0.260255640960019,-5.53999738060309,3.02476170982594e-08,2.15907490847376e-05,"FBgn0266577"
69.9616117759265,1.14932422163026,0.212561426379646,5.40702158997327,6.40814214585546e-08,4.28824862222965e-05,"FBgn0035969"
97.451134213578,4.61599974846728,0.860649715509271,5.36338961750061,8.16745706879361e-08,4.8582757130874e-05,"FBgn0039480"
330.985689232768,0.706948484943078,0.131674840047974,5.36889571831272,7.92202071738506e-08,4.8582757130874e-05,"FBgn0266448"
421.014760769445,0.651545741252987,0.124473399170265,5.23441751889295,1.6550595666585e-07,8.86036139010626e-05,"FBgn0001229"
2380.73128021281,-0.40014392704502,0.0764279488331874,-5.23557066693467,1.64475878465589e-07,8.86036139010626e-05,"FBgn0053548"
651.979795840232,-0.427388121931022,0.0824386612260571,-5.1843166249276,2.16808340812898e-07,0.000110541281194462,"FBgn0035245"
128.845660529021,-0.599101201560844,0.11695130459454,-5.12265513957177,3.01263042665813e-07,0.000146619245355585,"FBgn0038418"
459.779214276168,4.95969631161129,0.975170939224157,5.08597632693731,3.65739674336176e-07,0.000170259769265975,"FBgn0030830"
115.405317330245,-0.488726523535949,0.0968294270965454,-5.04729335069447,4.48113038034799e-07,0.000188394818788601,"FBgn0025355"
611.737755878974,-0.275930072215536,0.0547118054551362,-5.04333698952411,4.57482515037229e-07,0.000188394818788601,"FBgn0030240"
115.405317330245,-0.488726523535949,0.0968294270965454,-5.04729335069447,4.48113038034799e-07,0.000188394818788601,"FBgn0266540"
1446.13964291107,-0.414089331208838,0.0822890454915004,-5.03213190450251,4.85055328075501e-07,0.000192351385100163,"FBgn0002936"
6099.15457454147,-0.303083522210694,0.0605412645977506,-5.00623044834704,5.55062990322285e-07,0.000212252122763597,"FBgn0261873"
17.0402168503473,3.10666720235576,0.628496245554075,4.94301632560583,7.692303952143e-07,0.000284005166950328,"FBgn0035143"
880.670753793958,-0.335715266791347,0.068628318334262,-4.89178920509471,9.99234313184314e-07,0.000355858603812205,"FBgn0027084"
7384.23074432337,-0.465266934067199,0.0952292270087833,-4.8857577519167,1.03031817672348e-06,0.000355858603812205,"FBgn0035880"
946.42564787187,0.41974872284355,0.0867290923275233,4.83976842808885,1.29990507328604e-06,0.000407521110682595,"FBgn0029095"
205.02793250748,0.868365717892945,0.179532591302758,4.83681381520619,1.31936903241298e-06,0.000407521110682595,"FBgn0051121"
1391.21690413496,0.41133837455845,0.0850769557317159,4.83489766436373,1.33214148443923e-06,0.000407521110682595,"FBgn0243512"
9.75592294166807,-2.31656697420492,0.478285975882085,-4.84347668762933,1.27586697003149e-06,0.000407521110682595,"FBgn0261429"
1838.7206227172,0.389668928150687,0.0809157608597936,4.81573582217046,1.46658446506342e-06,0.000413229470195634,"FBgn0016930"
188.942487567011,0.863891951958741,0.179200678477991,4.82080737247232,1.42978368761879e-06,0.000413229470195634,"FBgn0040817"
173.768635250377,0.591171349169606,0.122617789869553,4.8212526893408,1.42659507813446e-06,0.000413229470195634,"FBgn0260722"
721.840675634323,0.919551949266366,0.191715938305023,4.79642932870478,1.61518905360006e-06,0.000443431517869124,"FBgn0032587"
591.131223000285,-0.330454307113867,0.0693932003400985,-4.76205601549285,1.91630469419914e-06,0.000512946859019756,"FBgn0039609"
