"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene"
296.889431836843,0.012765471525057,0.0852203793086712,0.200761941936206,0.602532238134987,"FBgn0000003"
596.1317691282,-0.0556918549588649,0.0819621631410787,0.23730567238885,0.636714219636368,"FBgn0000008"
2858.79653919532,-0.042114954498316,0.0790706610118638,0.317569450787566,0.707289279554233,"FBgn0000017"
100.552854622043,-0.00778249375910093,0.0796377966583976,0.771208885746364,0.932177277296116,"FBgn0000018"
4441.90244627653,-0.312039723911789,0.115513967753992,0.000458971065443012,0.0516347943050687,"FBgn0000024"
235.830495711192,-0.0144119812030988,0.0750119800219059,0.688395231476752,0.903527709516458,"FBgn0000028"
186.237559313834,-0.0731670717724728,0.10502344664741,0.105591562569982,0.48326321509252,"FBgn0000032"
928.413268918237,-0.0270888974010181,0.0832950021475707,0.377196422895843,0.750620054164754,"FBgn0000036"
1469.86417932536,0.0200930406875879,0.0755386424007078,0.625647319794478,0.880164975281017,"FBgn0000037"
3528.92067278107,-0.0255473926245986,0.0822279839754751,0.412841972977011,0.773330496369955,"FBgn0000038"
553.517755438047,-0.0163526197342248,0.0805608605453219,0.574778723933416,0.853795319071144,"FBgn0000039"
12950.9219650819,0.183194764820556,0.160639790701095,0.0157862778894493,0.244454471329392,"FBgn0000042"
537.470557664556,-0.0134279336714123,0.0781674857363682,0.69255454284255,0.904546159801577,"FBgn0000043"
16694.3306272641,-0.0152189478428158,0.0817798856518818,0.547507627163847,0.843748485395503,"FBgn0000044"
1370.85211673504,-0.0101329624914084,0.083901396328466,0.478020549427238,0.807437783329556,"FBgn0000045"
1760.64868932837,-0.026912861363359,0.0865267888570344,0.266693853485121,0.665908210997616,"FBgn0000046"
970.920919752781,-0.0161380354372165,0.0864743463257811,0.00385389765457547,0.133098919326934,"FBgn0000047"
1053.26887470577,0.0273422143752529,0.0863005541426181,0.282424578648139,0.678689616492548,"FBgn0000052"
1005.82016810583,0.015324342152686,0.0843537973663536,0.390894755087316,0.759761868363683,"FBgn0000053"
678.402372580771,0.00243828949076255,0.0671538191123561,0.958640215762191,0.987516054286425,"FBgn0000054"
26409.7186422804,0.00764448800320945,0.0813714401613583,0.742704913046683,0.923197930983869,"FBgn0000055"
414.147997072866,0.0251444549582331,0.0895407993891151,0.00880755376804251,0.192906539694765,"FBgn0000056"
470.15746416528,-0.0461730556584045,0.0717660244905986,0.304765843592551,0.695866933656018,"FBgn0000057"
17.8727086218514,-0.0433026481197585,0.0993778432774591,0.0204032233105136,0.266766427817039,"FBgn0000061"
43.9994235288259,0.043082279410841,0.0941102946340126,0.143719839859329,0.538866737589947,"FBgn0000063"
13589.188018776,-0.0280399451272966,0.083377844767952,0.348478376196033,0.727832591342716,"FBgn0000064"
41.1254267740053,-0.000887887828943987,0.083331036312374,0.972582008576695,0.992909164854818,"FBgn0000071"
179.227354996766,-0.826525307969756,0.22275384960173,1.16758578952341e-05,0.00721087247306255,"FBgn0000075"
141.329098053748,0.0281491737450595,0.0801749619136228,0.430038038474563,0.78127173662302,"FBgn0000077"
1463.92712735557,-0.0112887877785882,0.0849360669152406,0.21583268660486,0.619182962655064,"FBgn0000078"
1509.95908581483,-0.00787121831119643,0.0845672072398094,0.266885750637107,0.665908210997616,"FBgn0000079"
3628.31664177197,0.412114659988263,0.175526309396536,0.000710015227194873,0.063173303985754,"FBgn0000083"
2172.62891740184,0.156367315158892,0.0555333291978825,0.000825607355013042,0.0673151543923278,"FBgn0000084"
60.027358888918,-0.00444696322505429,0.0837172410254997,0.74538618936677,0.92449020698898,"FBgn0000092"
878.211247546796,-0.0177780850087397,0.0786360316949657,0.615368176147513,0.87521683441072,"FBgn0000097"
1008.16244040589,-0.0066217305115404,0.0732357551249996,0.854965834991636,0.958743566064004,"FBgn0000099"
15987.643238968,-0.0127589938055176,0.0775701685004706,0.691858262602545,0.904546159801577,"FBgn0000100"
12385.580933844,-0.0411524425977214,0.0827248394126582,0.30040198188154,0.69331327098621,"FBgn0000108"
113.065308492078,0.0545313134981732,0.103315733738445,0.0728823696881113,0.434260265223636,"FBgn0000109"
907.733100799436,0.00967012392013435,0.0743966802940736,0.794727353822605,0.938253605899933,"FBgn0000114"
314.875439551199,0.172865778477696,0.178161065899648,0.0189961109112123,0.260026295250089,"FBgn0000115"
19954.0506720138,-0.0163079782207962,0.0705236403723872,0.682579171024359,0.900504028990965,"FBgn0000116"
5922.93659296235,-0.0304848141821942,0.0537768280783078,0.475804177841565,0.806392977535744,"FBgn0000117"
624.972443234845,0.0129427808287407,0.0697210915649576,0.738578737424192,0.921335663245827,"FBgn0000119"
93931.9441960594,0.194352917693142,0.240637136614628,0.0143689479000502,0.234618326598176,"FBgn0000120"
149205.744828039,0.0107925835793104,0.0675531875724466,0.794077362244118,0.938253605899933,"FBgn0000121"
428.813633473133,0.0589037044095866,0.0902463988977464,0.178266113198266,0.577768540716846,"FBgn0000139"
10.4074381743635,0.0101221201448744,0.0849684518611712,0.132874067750219,0.523911962147531,"FBgn0000140"
13.5413085901638,0.0276776891169889,0.0902445300808868,0.0320663663097032,0.314004622170626,"FBgn0000146"
41.5364566240166,0.0282906658277437,0.0879085546439534,0.206040798430517,0.60730554259461,"FBgn0000147"
4201.07993901058,0.271955926098356,0.254813239274234,0.00793228910609955,0.183389610136724,"FBgn0000150"
265.025693633886,-0.0114459915728212,0.075170744282125,0.743687379201488,0.923696493699212,"FBgn0000152"
2988.7591123645,-0.0191671478911254,0.0861363706226771,0.206449406475173,0.60799784532478,"FBgn0000153"
466.476211376914,-0.550344303325429,0.249691633951499,0.0012193797769871,0.0753413393330363,"FBgn0000157"
2969.64214381333,-0.186078924821923,0.124484207646532,0.0119548343635477,0.221126495751949,"FBgn0000163"
1612.02828492935,-0.135705445764584,0.0774516432477295,0.0151823500244464,0.239556523256859,"FBgn0000173"
430.84152203117,-0.0174378017407019,0.0695506963919762,0.708815467994537,0.910849512850281,"FBgn0000179"
114.990593255024,-0.0412274287529339,0.0905852182691555,0.199408241351838,0.600742360388221,"FBgn0000180"
5087.50157557713,0.00998609475244474,0.0763832177475438,0.767782023442737,0.930984780091817,"FBgn0000181"
8.18594752332008,0.00189675936725293,0.0842834973152315,0.573104856699742,0.853748639841556,"FBgn0000182"
1599.15454020216,-0.0482474229803513,0.0640269162049314,0.279799952380147,0.677339105381409,"FBgn0000183"
2496.41744598246,-0.171911030235779,0.148382100155052,0.0200162347543837,0.264954858742338,"FBgn0000206"
475.496220799942,0.006298156639189,0.0793235205077207,0.824874788574168,0.949465102567488,"FBgn0000210"
1501.56751107487,-0.0584909492704489,0.0742539749270756,0.214432208820054,0.61713918870662,"FBgn0000212"
85.9447849299041,0.0805109642342205,0.133040230241758,0.0374371936735285,0.330550347643927,"FBgn0000221"
1127.33381276045,0.0164864772185482,0.0597550321990262,0.682075994909976,0.900438611146414,"FBgn0000228"
1384.21363715877,-0.00268115082636394,0.0686580584315932,0.936767004789952,0.980506344708463,"FBgn0000229"
22.471535873199,-0.0435891709771744,0.0992331290220501,0.0282245621687687,0.296923525260423,"FBgn0000233"
1294.93318402315,-0.0191082956233314,0.0679034359565276,0.641392748552746,0.885528655891584,"FBgn0000239"
1066.93901728063,-0.00983901288783474,0.0792812631484703,0.7727461317127,0.932177277296116,"FBgn0000241"
1545.76838988331,-0.0136768897799547,0.0727663530125036,0.731277665042953,0.918383278144254,"FBgn0000244"
93.9467008685385,0.0281914736811016,0.0818051746336291,0.401788728641712,0.767386433550017,"FBgn0000246"
1250.25018924219,-0.0540824571291507,0.0805877489323735,0.224745573420954,0.624060616247315,"FBgn0000247"
